relation_raw,category_50,category_simple
is no longer considered,Etiology_AssociatedWith,Liên quan
is no longer used due to,Etiology_CausedBy,Do nguyên nhân
is no longer used in,Etiology_AssociatedWith,Liên quan
is not,Etiology_AssociatedWith,Liên quan
is not a,Etiology_AssociatedWith,Liên quan
is not a feature of,Etiology_AssociatedWith,Liên quan
is not a substitute for,Etiology_AssociatedWith,Liên quan
is not active against,Etiology_AssociatedWith,Liên quan
is not affected by,Etiology_AssociatedWith,Liên quan
is not approved by,Regulatory_Status,Trạng thái phê duyệt
is not approved for,Regulatory_Status,Trạng thái phê duyệt
is not approved for use in,Regulatory_Status,Trạng thái phê duyệt
is not associated with,Etiology_AssociatedWith,Liên quan
is not available in,Etiology_AssociatedWith,Liên quan
is not bound to,Etiology_AssociatedWith,Liên quan
is not effective in children with,Treatment_IndicationUse,Điều trị / chỉ định
is not effective in the treatment of,Treatment_IndicationUse,Điều trị / chỉ định
is not recommended during,Safety_ContraindicationAvoid,Chống chỉ định
is not recommended for,Safety_ContraindicationAvoid,Chống chỉ định
is not recommended for monitoring,Safety_ContraindicationAvoid,Chống chỉ định
is not recommended for patients over,Safety_ContraindicationAvoid,Chống chỉ định
is not recommended for patients weighing less than,Safety_ContraindicationAvoid,Chống chỉ định
is not related to,Etiology_AssociatedWith,Liên quan
is not reported to cause,Etiology_AssociatedWith,Liên quan
is not significantly distributed in,Etiology_AssociatedWith,Liên quan
is not studied in,Etiology_AssociatedWith,Liên quan
is not subject to,Etiology_AssociatedWith,Liên quan
is not used to monitor,Treatment_IndicationUse,Điều trị / chỉ định
is not yet approved for,Regulatory_Status,Trạng thái phê duyệt
is noted within,Anatomy_SpatialRelation,Vị trí tương đối
is observed among,Etiology_AssociatedWith,Liên quan
is observed by,Etiology_AssociatedWith,Liên quan
is observed in,Etiology_AssociatedWith,Liên quan
is observed in conjunction with,Etiology_AssociatedWith,Liên quan
is observed on,Etiology_AssociatedWith,Liên quan
is obtained from,Taxonomy_DerivedFrom,Nguồn gốc từ
is occasionally used for,Treatment_IndicationUse,Điều trị / chỉ định
is of interest as a potential treatment for,Treatment_IndicationUse,Điều trị / chỉ định
is of interest to,Etiology_AssociatedWith,Liên quan
is often,Etiology_AssociatedWith,Liên quan
is often accompanied by,Etiology_AssociatedWith,Liên quan
is often associated with,Etiology_AssociatedWith,Liên quan
is often caused by,Etiology_CausedBy,Do nguyên nhân
is often challenging due to,Etiology_CausedBy,Do nguyên nhân
is often characterized by,Clinical_SymptomSign,Triệu chứng
is often comorbid with,Clinical_Comorbidity,Đồng mắc
is often effective in,Treatment_IndicationUse,Điều trị / chỉ định
is often fatal,Etiology_AssociatedWith,Liên quan
is often fatal due to,Etiology_CausedBy,Do nguyên nhân
is often impaired in,Etiology_AssociatedWith,Liên quan
is often located in,Anatomy_LocatedIn,Nằm ở
is often made at,Etiology_AssociatedWith,Liên quan
is often made during,Etiology_AssociatedWith,Liên quan
is often misdiagnosed as,Etiology_AssociatedWith,Liên quan
is often misdiagnosed or undiagnosed due to,Etiology_CausedBy,Do nguyên nhân
is often present with,Clinical_ManifestationPresentation,Biểu hiện
is often referred to as,Alias_Name,Tên khác
is often seen in,Etiology_AssociatedWith,Liên quan
is often the primary cause of,Etiology_AssociatedWith,Liên quan
is often used in combination with,DrugInteraction,Tương tác thuốc
is on,Etiology_AssociatedWith,Liên quan
is one of,Etiology_AssociatedWith,Liên quan
is overexpressed in,Anatomy_ExpressedIn,Biểu hiện ở
is part of,Taxonomy_PartOf,Thành phần của
is part of drug categories,DrugClass_Category,Nhóm thuốc
is part of drug categories including,DrugClass_Category,Nhóm thuốc
is part of the category,Taxonomy_PartOf,Thành phần của
is part of the class,Taxonomy_PartOf,Thành phần của
is part of the class of,Taxonomy_PartOf,Thành phần của
is part of the drug categories,DrugClass_Category,Nhóm thuốc
is part of the drug category,DrugClass_Category,Nhóm thuốc
is partially protein bound in,PK_DistributionProteinBinding,Phân bố & gắn
is particularly used for,Treatment_IndicationUse,Điều trị / chỉ định
is particularly useful in,Etiology_AssociatedWith,Liên quan
is particularly useful in preventing,Etiology_AssociatedWith,Liên quan
is pharmacologically similar to,Etiology_AssociatedWith,Liên quan
is phosphorylated to,Etiology_AssociatedWith,Liên quan
is poorly absorbed due to,PK_Absorption,Hấp thu
is possibly,Etiology_AssociatedWith,Liên quan
is potential as,Etiology_AssociatedWith,Liên quan
is precipitated by,Etiology_AssociatedWith,Liên quan
is predominantly bound to,Epidemiology_Demographics,Hay gặp ở nhóm
is predominantly excreted in,PK_ExcretionClearance,Thải trừ
is preferred over,Etiology_AssociatedWith,Liên quan
is prepared by,Etiology_AssociatedWith,Liên quan
is prepared from,Etiology_AssociatedWith,Liên quan
is prescribed after,Etiology_AssociatedWith,Liên quan
is prescribed for,Etiology_AssociatedWith,Liên quan
is prescribed in combination with,Etiology_AssociatedWith,Liên quan
is prescribed when,Etiology_AssociatedWith,Liên quan
is present in,Clinical_ManifestationPresentation,Biểu hiện
is prevalent during,Etiology_AssociatedWith,Liên quan
is prevalent in,Etiology_AssociatedWith,Liên quan
is prevalent in areas with,Epidemiology_Geography,Theo khu vực
is prevented by,Prevention_Prophylaxis,Phòng ngừa
is prevented from entering,Prevention_Prophylaxis,Phòng ngừa
is previously received with,Etiology_AssociatedWith,Liên quan
is previously treated with,Treatment_IndicationUse,Điều trị / chỉ định
is primarily,Etiology_AssociatedWith,Liên quan
is primarily affecting individuals from,Etiology_AssociatedWith,Liên quan
is primarily bound to,Etiology_AssociatedWith,Liên quan
is primarily caused by,Etiology_CausedBy,Do nguyên nhân
is primarily excreted in,PK_ExcretionClearance,Thải trừ
is primarily found in,Anatomy_LocatedIn,Nằm ở
is primarily in,Etiology_AssociatedWith,Liên quan
is primarily located on,Anatomy_LocatedIn,Nằm ở
is primarily mediated by,Etiology_AssociatedWith,Liên quan
is primarily produced in,Etiology_AssociatedWith,Liên quan
is primarily used as a,Etiology_AssociatedWith,Liên quan
is primarily used for,Treatment_IndicationUse,Điều trị / chỉ định
is primarily used in the treatment of,Treatment_IndicationUse,Điều trị / chỉ định
is primary ingredient in,Etiology_AssociatedWith,Liên quan
is produced by,Taxonomy_ProductOf,Tạo ra bởi
is produced during,Etiology_AssociatedWith,Liên quan
is produced from,Etiology_AssociatedWith,Liên quan
is produced in,Etiology_AssociatedWith,Liên quan
is produced through,Etiology_AssociatedWith,Liên quan
is produced with the help of,Etiology_AssociatedWith,Liên quan
is promising for,Etiology_AssociatedWith,Liên quan
is promoted by,Etiology_AssociatedWith,Liên quan
is proposed as,Etiology_AssociatedWith,Liên quan
is proposed for use in,Etiology_AssociatedWith,Liên quan
is proposed to be more active than,Etiology_AssociatedWith,Liên quan
is protein bound in,PK_DistributionProteinBinding,Phân bố & gắn
is protein bound in plasma,PK_DistributionProteinBinding,Phân bố & gắn
is protein bound to,PK_DistributionProteinBinding,Phân bố & gắn
is protein bound with,PK_DistributionProteinBinding,Phân bố & gắn
is provided by,Etiology_AssociatedWith,Liên quan
is published in,Etiology_AssociatedWith,Liên quan
is rapidly absorbed after,PK_Absorption,Hấp thu
is rapidly absorbed into,PK_Absorption,Hấp thu
is rapidly deacetylated to,PK_Metabolism,Chuyển hóa
is rapidly excreted into,PK_ExcretionClearance,Thải trừ
is rarely used in practice for,Etiology_AssociatedWith,Liên quan
is recognized as,Etiology_AssociatedWith,Liên quan
is recognized by,Etiology_AssociatedWith,Liên quan
is recognized for,Etiology_AssociatedWith,Liên quan
is recognized in,Etiology_AssociatedWith,Liên quan
is recommended along with,Etiology_AssociatedWith,Liên quan
is recommended as a,Etiology_AssociatedWith,Liên quan
is recommended by,Etiology_AssociatedWith,Liên quan
is recommended for,Etiology_AssociatedWith,Liên quan
is recommended starting in,Etiology_AssociatedWith,Liên quan
is recommended to be used in,Etiology_AssociatedWith,Liên quan
is recommended to rule out,Etiology_AssociatedWith,Liên quan
is reduced by,Etiology_AssociatedWith,Liên quan
is reduced to,Etiology_AssociatedWith,Liên quan
is reflected in,Etiology_AssociatedWith,Liên quan
is regenerated in,Etiology_AssociatedWith,Liên quan
is registered in,Regulatory_Status,Trạng thái phê duyệt
is regulated due to,Etiology_CausedBy,Do nguyên nhân
is related to,Etiology_AssociatedWith,Liên quan
is related to mutations in,Genetics_Mutation,Đột biến
is relatively common in,Etiology_AssociatedWith,Liên quan
is relatively low risk compared to,Etiology_AssociatedWith,Liên quan
is relatively preserved in,Etiology_AssociatedWith,Liên quan
is relatively uncommon in,Etiology_AssociatedWith,Liên quan
is released from,Etiology_AssociatedWith,Liên quan
is replaced by,Etiology_AssociatedWith,Liên quan
is reported at,Etiology_AssociatedWith,Liên quan
is reported in,Epidemiology_PrevalenceIncidence,Tần suất mắc
is reported in conjunction with,Epidemiology_PrevalenceIncidence,Tần suất mắc
is reported to be,Etiology_AssociatedWith,Liên quan
is repurposed for the treatment of,Treatment_IndicationUse,Điều trị / chỉ định
is required for,Etiology_AssociatedWith,Liên quan
is required for the actions of,Etiology_AssociatedWith,Liên quan
is required to restore,Etiology_AssociatedWith,Liên quan
is resistant to,Etiology_AssociatedWith,Liên quan
is responsible for,Etiology_AssociatedWith,Liên quan
is responsible for converting,Etiology_AssociatedWith,Liên quan
is responsible for synthesizing,Etiology_AssociatedWith,Liên quan
is responsible for the oxidation of,Etiology_AssociatedWith,Liên quan
is responsive to,Etiology_AssociatedWith,Liên quan
is retained by,Etiology_AssociatedWith,Liên quan
is retained in,Etiology_AssociatedWith,Liên quan
is revealed by,Diagnosis_DiagnosticMethod,Cách chẩn đoán
is secreted by,Etiology_AssociatedWith,Liên quan
is secreted into,Etiology_AssociatedWith,Liên quan
is secreted with,Etiology_AssociatedWith,Liên quan
is seen in,Etiology_AssociatedWith,Liên quan
is seen mainly in,Etiology_AssociatedWith,Liên quan
is selective for,Etiology_AssociatedWith,Liên quan
is sensitive to,Etiology_AssociatedWith,Liên quan
is shown to increase,MoA_ModulationOther,Điều hòa khác
is similar to,Etiology_AssociatedWith,Liên quan
is solid at,Etiology_AssociatedWith,Liên quan
is soluble in,Etiology_AssociatedWith,Liên quan
is sometimes associated with,Etiology_AssociatedWith,Liên quan
is sourced from,Etiology_AssociatedWith,Liên quan
is stable against,Etiology_AssociatedWith,Liên quan
is stable to,Etiology_AssociatedWith,Liên quan
is stable under,Etiology_AssociatedWith,Liên quan
is still being studied for,Regulatory_Status,Trạng thái phê duyệt
is still being studied in,Regulatory_Status,Trạng thái phê duyệt
is still in,Etiology_AssociatedWith,Liên quan
is still occasionally employed with,Etiology_AssociatedWith,Liên quan
is stored in,Etiology_AssociatedWith,Liên quan
is structurally analogous to,Etiology_AssociatedWith,Liên quan
is structurally related to,Etiology_AssociatedWith,Liên quan
is structurally similar to,Taxonomy_VariantOf,Biến thể của
is studied as a preventive measure in,Etiology_AssociatedWith,Liên quan
is studied as a treatment for,Treatment_IndicationUse,Điều trị / chỉ định
is studied for,Etiology_AssociatedWith,Liên quan
is studied in,Etiology_AssociatedWith,Liên quan
is studied in prevention of,Prevention_Prophylaxis,Phòng ngừa
is studied in relation to,Etiology_AssociatedWith,Liên quan
is subject to,Etiology_AssociatedWith,Liên quan
is sufficient for,Etiology_AssociatedWith,Liên quan
is sufficient to cause,Etiology_AssociatedWith,Liên quan
is suggested as,Etiology_AssociatedWith,Liên quan
is suggestive of,Etiology_AssociatedWith,Liên quan
is suitable for,Etiology_AssociatedWith,Liên quan
is superior to,Etiology_AssociatedWith,Liên quan
is susceptible to,Etiology_RiskFactor,Yếu tố nguy cơ
is synthesized by,Taxonomy_ProductOf,Tạo ra bởi
is synthesized from,Taxonomy_ProductOf,Tạo ra bởi
is taken,Etiology_AssociatedWith,Liên quan
is taken up by,Etiology_AssociatedWith,Liên quan
is taken with,Etiology_AssociatedWith,Liên quan
is that of,Etiology_AssociatedWith,Liên quan
is the,Etiology_AssociatedWith,Liên quan
is the 4 epi isomer of,Etiology_AssociatedWith,Liên quan
is the active ingredient in,Etiology_AssociatedWith,Liên quan
is the active metabolite of,Etiology_AssociatedWith,Liên quan
is the cause of,Etiology_AssociatedWith,Liên quan
is the cornerstone of,Etiology_AssociatedWith,Liên quan
is the first,Etiology_AssociatedWith,Liên quan
is the first attachment inhibitor to receive,Etiology_AssociatedWith,Liên quan
is the first member of,Taxonomy_MemberOf,Thuộc nhóm
is the formation of,Etiology_AssociatedWith,Liên quan
is the hallmark of,Etiology_AssociatedWith,Liên quan
is the key regulator of,Etiology_AssociatedWith,Liên quan
is the main mediator of,Etiology_AssociatedWith,Liên quan
is the major active metabolite of,Etiology_AssociatedWith,Liên quan
is the major circulating metabolite of,Etiology_AssociatedWith,Liên quan
is the monophosphate of,Etiology_AssociatedWith,Liên quan
is the morpholinoethyl ester of,Etiology_AssociatedWith,Liên quan
is the most common,Etiology_AssociatedWith,Liên quan
is the most common cause of,Etiology_AssociatedWith,Liên quan
is the most common element on,Etiology_AssociatedWith,Liên quan
is the most common presenting feature of,Etiology_AssociatedWith,Liên quan
is the most commonly occurring,Etiology_AssociatedWith,Liên quan
is the most commonly used,Etiology_AssociatedWith,Liên quan
is the most effective treatment for,Treatment_IndicationUse,Điều trị / chỉ định
